ID,Latitude_start,Longitude_start,Year_start,Month_start,Season,Zones,x_start,y_start,Latitude_end,Longitude_end,Year_end,Month_end,x_end,y_end,Duration,Distance,Distance_draw
AL112015,26.8,-68.7,2015,9,Autumn,Atlantic,-7647649.017497895,3098506.536103415,35.2,-7.7,2015,10,-857160.0791082066,4191093.6702733617,18 days 06:00:00.000000000,6586.270491000358,276623.360622015
AL122015,22.2,-71.5,2015,11,Autumn,Atlantic,-7959343.591719061,2535554.6198507366,40.7,-45.4,2015,11,-5053904.88201462,4968191.930188201,4 days 18:00:00.000000000,3479.843243391022,146153.41622242294
AL012016,26.6,-75.3,2016,1,Winter,Atlantic,-8382357.6567335,3073585.3046073965,57.0,-42.0,2016,1,-4675418.613317491,7760118.6729024565,10 days 00:00:00.000000000,4867.315093341727,204427.23392035253
AL022016,27.2,-72.1,2016,5,Spring,Atlantic,-8026135.286195025,3148481.4043987663,30.6,-29.5,2016,6,-3283924.9784015706,3580909.760461875,13 days 12:00:00.000000000,4596.562464675274,193055.62351636152
AL032016,21.6,-88.0,2016,6,Summer,Mexico_Caribean,-9796115.189808074,2463567.6738498546,43.0,-58.0,2016,6,-6456530.466009867,5311971.846945471,3 days 06:00:00.000000000,4007.411149478496,168311.26827809683
AL042016,19.4,-91.6,2016,6,Summer,Mexico_Caribean,-10196865.356663859,2202086.5110550304,20.8,-98.7,2016,6,-10987233.741296103,2368046.639617785,2 days 12:00:00.000000000,792.8124329633673,33298.12218446143
AL052016,16.3,-77.5,2016,8,Summer,Mexico_Caribean,-8627260.536478702,1839490.7129754247,19.0,-97.5,2016,8,-10853650.352344174,2154935.915085892,4 days 06:00:00.000000000,2217.9732415521444,93154.87614519006
AL062016,12.0,-32.2,2016,8,Summer,Atlantic,-3584487.6035434096,1345708.408409107,27.1,-66.7,2016,8,-7425010.035911348,3135970.9925276837,7 days 12:00:00.000000000,4148.019893894894,174216.83554358556
AL072016,11.0,-19.4,2016,8,Summer,Atlantic,-2159598.1213895073,1232106.80189676,40.9,-26.1,2016,9,-2905438.7097044406,4997602.857167657,13 days 00:00:00.000000000,3405.251739283728,143020.57304991657
AL082016,30.7,-65.0,2016,8,Summer,Atlantic,-7235766.901562783,3593849.414225508,36.8,-71.2,2016,9,-7925947.744481079,4411265.910262686,5 days 00:00:00.000000000,946.4466074564757,39750.75751317198
AL092016,23.8,-81.4,2016,8,Summer,Mexico_Caribean,-9061406.55057247,2729056.107633078,41.7,-70.0,2016,9,-7792364.355529151,5116146.294557262,11 days 00:00:00.000000000,2335.5678476122675,98093.84959971523
AL102016,20.0,-48.5,2016,9,Autumn,Atlantic,-5398995.303473769,2273030.926987689,55.1,-30.3,2016,9,-3372980.57103619,7381298.312185911,5 days 00:00:00.000000000,4363.637838747854,183272.78922740987
AL112016,27.3,-80.2,2016,9,Autumn,Atlantic,-8927823.16162054,3161003.042871573,35.4,-77.4,2016,9,-8616128.587399377,4218373.287173401,8 days 00:00:00.000000000,949.3471083575782,39872.57855101828
AL122016,13.1,-19.0,2016,9,Autumn,Atlantic,-2115070.325072198,1471159.34512326,45.0,-39.9,2016,9,-4441647.682651616,5621521.486192066,13 days 06:00:00.000000000,4219.499310831696,177218.97105493123
AL132016,13.2,-26.7,2016,9,Autumn,Atlantic,-2972230.4041804047,1482591.060427771,31.6,-40.5,2016,9,-4508439.37712758,3710918.1820304533,7 days 06:00:00.000000000,2544.733213321809,106878.79495951599
AL142016,13.4,-59.8,2016,9,Autumn,Atlantic,-6656905.549437759,1505468.571795933,35.3,-71.1,2016,10,-7914815.795401751,4204725.050936375,11 days 12:00:00.000000000,2731.5129368556604,114723.54334793774
AL152016,23.2,-59.8,2016,10,Autumn,Atlantic,-6656905.549437759,2656223.2399355415,59.0,-36.5,2016,10,-4063161.4139544857,8180386.885935248,15 days 06:00:00.000000000,4685.5138658195465,196791.58236442096
AL162016,12.5,-80.7,2016,11,Autumn,Mexico_Caribean,-8983482.907017179,1402665.189967927,9.1,-93.3,2016,11,-10386108.491012424,1017293.3367893165,8 days 18:00:00.000000000,1445.3891665054152,60706.34499322744
AL012017,35.8,-50.3,2017,4,Spring,Atlantic,-5599370.386901661,4273136.462385053,31.9,-46.4,2017,4,-5165224.372807894,3750191.2192756766,6 days 12:00:00.000000000,600.2140907830585,25208.991812888456
AL022017,7.5,-49.6,2017,6,Summer,Atlantic,-5521446.74334637,837290.7323422849,10.4,-62.1,2017,6,-6912940.37826229,1164132.904452777,1 days 12:00:00.000000000,1422.8892652663424,59761.34914118638
AL032017,23.6,-88.6,2017,6,Summer,Mexico_Caribean,-9862906.884284038,2704741.5686532655,38.9,-78.5,2017,6,-8738580.027271977,4707357.536267922,4 days 12:00:00.000000000,2017.9934053929053,84755.72302650202
AL042017,11.8,-35.9,2017,7,Summer,Atlantic,-3996369.7194785215,1322955.5151757807,15.4,-49.7,2017,7,-5532578.692425697,1735342.252565708,2 days 00:00:00.000000000,1575.654143704483,66177.47403558828
AL052017,10.3,-47.7,2017,7,Summer,Atlantic,-5309939.7108391505,1152816.8257508886,11.4,-57.1,2017,7,-6356342.924295922,1277499.1866471167,1 days 12:00:00.000000000,1047.7241629543455,44004.41484408251
AL062017,28.4,-85.4,2017,7,Summer,Mexico_Caribean,-9506684.513745565,3299498.8824963197,30.7,-78.1,2017,8,-8694052.230954666,3593849.414225508,2 days 06:00:00.000000000,825.5263716483389,34672.10760923023
AL072017,15.5,-81.5,2017,8,Summer,Mexico_Caribean,-9072538.499651797,1746891.5570753578,19.8,-98.3,2017,8,-10942705.944978792,2249353.171430874,3 days 18:00:00.000000000,1907.2487193559718,80104.44621295082
AL082017,22.4,-66.8,2017,8,Summer,Atlantic,-7436141.984990675,2559618.2595014037,50.5,-36.5,2017,8,-4063161.4139544857,6533321.5678379275,6 days 18:00:00.000000000,4498.277813664428,188927.668173906
AL092017,13.7,-45.8,2017,8,Summer,Atlantic,-5098432.678331929,1539820.6224079386,38.2,-84.7,2017,9,-9428760.870190272,4607717.759141999,17 days 06:00:00.000000000,5050.440380410173,212118.49597722726
AL112017,16.1,-26.9,2017,8,Summer,Atlantic,-2994494.3023390593,1816306.2312880498,36.8,-90.1,2017,9,-10029886.12047395,4411265.910262686,14 days 12:00:00.000000000,7249.368014516611,304473.45660969766
AL122017,9.3,-33.5,2017,9,Autumn,Atlantic,-3729202.941574665,1039847.3760265777,38.7,-69.2,2017,9,-7703308.762894532,4678789.7966250125,21 days 00:00:00.000000000,5116.405261585391,214889.0209865864
AL132017,22.2,-97.2,2017,9,Autumn,Mexico_Caribean,-10820254.505106192,2535554.6198507366,20.1,-97.7,2017,9,-10875914.250502829,2284881.0700673275,4 days 00:00:00.000000000,239.82075018048775,10072.471507580485
AL142017,10.4,-23.1,2017,9,Autumn,Atlantic,-2571480.2373246197,1164132.904452777,45.8,-38.9,2017,9,-4330328.191858342,5748356.801602939,15 days 12:00:00.000000000,4302.8727875752065,180720.65707815866
AL152017,12.2,-49.7,2017,9,Autumn,Atlantic,-5532578.692425697,1368478.1897511792,48.0,-17.0,2017,10,-1892431.3434856508,6106854.83488507,16 days 00:00:00.000000000,5354.773456396301,224900.48516864466
AL162017,10.7,-80.8,2017,10,Autumn,Mexico_Caribean,-8994614.856096504,1198103.0405602609,47.5,-56.0,2017,10,-6233891.484423321,6024072.119373783,7 days 12:00:00.000000000,4916.861010814454,206508.16245420708
AL172017,31.8,-39.5,2017,10,Autumn,Atlantic,-4397119.886334307,3737086.056237236,60.1,-5.3,2017,10,-589993.30120435,8422035.519167285,11 days 06:00:00.000000000,4732.858849625412,198780.0716842673
AL182017,17.5,-84.2,2017,10,Autumn,Mexico_Caribean,-9373101.124793636,1979106.4997243867,22.7,-81.2,2017,10,-9039142.652413815,2595778.804307132,1 days 06:00:00.000000000,665.0648207624695,27932.722472023717
AL192017,25.5,-52.3,2017,11,Autumn,Atlantic,-5822009.368488208,2937284.4374238458,45.5,-47.0,2017,11,-5232016.067283859,5700582.732404122,5 days 00:00:00.000000000,2294.4581823882645,96367.24366030711
